track_id,album_id,song,media_type,bytes
558,43,Viradouro,MPEG audio file,11484362
559,43,Mocidade,MPEG audio file,8817757
560,43,Unidos Da Tijuca,MPEG audio file,11440689
561,43,Salgueiro,MPEG audio file,10294741
562,43,Mangueira,MPEG audio file,9999506
563,43,União Da Ilha,MPEG audio file,11100945
564,43,Grande Rio,MPEG audio file,10251428
565,43,Portela,MPEG audio file,10712216
566,43,Caprichosos,MPEG audio file,11870956
567,43,Tradição,MPEG audio file,9114880
568,43,Império Serrano,MPEG audio file,11161196
569,43,Tuiuti,MPEG audio file,8749492
570,44,(Da Le) Yaleo,MPEG audio file,11769507
571,44,Love Of My Life,MPEG audio file,11634337
572,44,Put Your Lights On,MPEG audio file,9394769
573,44,Africa Bamba,MPEG audio file,9492487
574,44,Smooth,MPEG audio file,9867455
575,44,Do You Like The Way,MPEG audio file,11741062
576,44,Maria Maria,MPEG audio file,8664601
577,44,Migra,MPEG audio file,10963305
578,44,Corazon Espinado,MPEG audio file,9206802
579,44,Wishing It Was,MPEG audio file,9771348
580,44,El Farol,MPEG audio file,9599353
581,44,Primavera,MPEG audio file,12504234
582,44,The Calling,MPEG audio file,24703884
583,45,Solução,MPEG audio file,8100449
584,45,Manuel,MPEG audio file,7677671
585,45,Entre E Ouça,MPEG audio file,9391004
586,45,Um Contrato Com Deus,MPEG audio file,6636465
587,32,Um Jantar Pra Dois,MPEG audio file,8021589
588,45,Vamos Dançar,MPEG audio file,7617432
589,45,Um Love,MPEG audio file,6095524
590,45,Seis Da Tarde,MPEG audio file,7935898
591,45,Baixo Rio,MPEG audio file,6521676
592,45,Sombras Do Meu Destino,MPEG audio file,9161539
593,45,Do You Have Other Loves?,MPEG audio file,9604273
594,45,Agora Que O Dia Acordou,MPEG audio file,10572752
595,45,Já!!!,MPEG audio file,7103608
596,45,A Rua,MPEG audio file,7930264
597,46,Now's The Time,MPEG audio file,6358868
598,46,Jeru,MPEG audio file,6222536
599,46,Compulsion,MPEG audio file,11254474
600,46,Tempus Fugit,MPEG audio file,7548434
601,46,Walkin',MPEG audio file,26411634
602,46,'Round Midnight,MPEG audio file,11590284
603,46,Bye Bye Blackbird,MPEG audio file,15549224
604,46,New Rhumba,MPEG audio file,9018024
605,46,Generique,MPEG audio file,5437017
606,46,Summertime,MPEG audio file,6461370
607,46,So What,MPEG audio file,18360449
608,46,The Pan Piper,MPEG audio file,7593713
609,46,Someday My Prince Will Come,MPEG audio file,17890773
610,47,My Funny Valentine (Live),MPEG audio file,29416781
611,47,E.S.P.,MPEG audio file,11079866
612,47,Nefertiti,MPEG audio file,15478450
613,47,Petits Machins (Little Stuff),MPEG audio file,16131272
614,47,Miles Runs The Voodoo Down,MPEG audio file,27967919
615,47,Little Church (Live),MPEG audio file,6273225
616,47,Black Satin,MPEG audio file,10529483
617,47,Jean Pierre (Live),MPEG audio file,7955114
618,47,Time After Time,MPEG audio file,7292197
619,47,Portia,MPEG audio file,12520126
620,48,Space Truckin',MPEG audio file,39267613
621,48,Going Down / Highway Star,MPEG audio file,29846063
622,48,Mistreated (Alternate Version),MPEG audio file,27775442
623,48,You Fool No One (Alternate Version),MPEG audio file,24887209
624,49,Jeepers Creepers,MPEG audio file,5991903
625,49,Blue Rythm Fantasy,MPEG audio file,11204006
626,49,Drum Boogie,MPEG audio file,6185636
627,49,Let Me Off Uptown,MPEG audio file,6034685
628,49,Leave Us Leap,MPEG audio file,5898810
629,49,Opus No.1,MPEG audio file,5846041
630,49,Boogie Blues,MPEG audio file,6603153
631,49,How High The Moon,MPEG audio file,6529487
632,49,Disc Jockey Jump,MPEG audio file,6260820
633,49,Up An' Atom,MPEG audio file,5822645
634,49,Bop Boogie,MPEG audio file,6093124
635,49,Lemon Drop,MPEG audio file,6287531
636,49,Coronation Drop,MPEG audio file,5899898
637,49,Overtime,MPEG audio file,5432236
638,49,Imagination,MPEG audio file,9444385
639,49,Don't Take Your Love From Me,MPEG audio file,9244238
640,49,Midget,MPEG audio file,7257663
641,49,I'm Coming Virginia,MPEG audio file,9209827
642,49,Payin' Them Dues Blues,MPEG audio file,6536918
643,49,Jungle Drums,MPEG audio file,6546063
644,49,Showcase,MPEG audio file,6697510
645,49,Swedish Schnapps,MPEG audio file,6359750
646,50,Samba Da Bênção,MPEG audio file,13490008
647,50,Pot-Pourri N.º 4,MPEG audio file,13125975
648,50,Onde Anda Você,MPEG audio file,5550356
649,50,Samba Da Volta,MPEG audio file,5676090
650,50,Canto De Ossanha,MPEG audio file,6771624
651,50,Pot-Pourri N.º 5,MPEG audio file,7117769
652,50,Formosa,MPEG audio file,4560873
653,50,Como É Duro Trabalhar,MPEG audio file,7541177
654,50,Minha Namorada,MPEG audio file,7927967
655,50,Por Que Será,MPEG audio file,5371483
656,50,Berimbau,MPEG audio file,6335548
657,50,Deixa,MPEG audio file,5932799
658,50,Pot-Pourri N.º 2,MPEG audio file,6878359
659,50,Samba Em Prelúdio,MPEG audio file,6923473
660,50,Carta Ao Tom 74,MPEG audio file,5382354
661,51,Linha de Passe (João Bosco),MPEG audio file,7902328
662,51,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),MPEG audio file,5399626
663,51,Chão de Giz (Elba Ramalho),MPEG audio file,9016916
664,51,Marina (Dorival Caymmi),MPEG audio file,5523628
665,51,Aquarela (Toquinho),MPEG audio file,8480140
666,51,Coração do Agreste (Fafá de Belém),MPEG audio file,8380320
667,51,Dona (Roupa Nova),MPEG audio file,7991295
668,51,Começaria Tudo Outra Vez (Maria Creuza),MPEG audio file,6851151
669,51,Caçador de Mim (Sá & Guarabyra),MPEG audio file,7751360
670,51,Romaria (Renato Teixeira),MPEG audio file,8033885
671,51,As Rosas Não Falam (Beth Carvalho),MPEG audio file,3836641
672,51,Wave (Os Cariocas),MPEG audio file,4298006
673,51,Garota de Ipanema (Dick Farney),MPEG audio file,5767474
674,51,Preciso Apender a Viver Só (Maysa),MPEG audio file,4642359
675,52,Susie Q,MPEG audio file,9043825
676,52,I Put A Spell On You,MPEG audio file,8943000
677,52,Proud Mary,MPEG audio file,6229590
678,52,Bad Moon Rising,MPEG audio file,4609835
679,52,Lodi,MPEG audio file,6260214
680,52,Green River,MPEG audio file,5105874
681,52,Commotion,MPEG audio file,5354252
682,52,Down On The Corner,MPEG audio file,5521804
683,52,Fortunate Son,MPEG audio file,4617559
684,52,Travelin' Band,MPEG audio file,4270414
685,52,Who'll Stop The Rain,MPEG audio file,4899579
686,52,Up Around The Bend,MPEG audio file,5368701
687,52,Run Through The Jungle,MPEG audio file,6156567
688,52,Lookin' Out My Back Door,MPEG audio file,5034670
689,52,Long As I Can See The Light,MPEG audio file,6924024
690,52,I Heard It Through The Grapevine,MPEG audio file,21947845
691,52,Have You Ever Seen The Rain?,MPEG audio file,5263675
692,52,Hey Tonight,MPEG audio file,5343807
693,52,Sweet Hitch-Hiker,MPEG audio file,5716603
694,52,Someday Never Comes,MPEG audio file,7945235
695,53,Walking On The Water,MPEG audio file,9302129
696,53,"Suzie-Q, Pt. 2",MPEG audio file,7986637
697,53,Born On The Bayou,MPEG audio file,10361866
698,10,Good Golly Miss Molly,MPEG audio file,5348175
699,53,Tombstone Shadow,MPEG audio file,7209080
700,53,Wrote A Song For Everyone,MPEG audio file,9675875
701,53,Night Time Is The Right Time,MPEG audio file,6211173
702,53,Cotton Fields,MPEG audio file,5919224
703,53,It Came Out Of The Sky,MPEG audio file,5807474
704,53,Don't Look Now,MPEG audio file,4366455
705,53,The Midnight Special,MPEG audio file,8297482
706,53,Before You Accuse Me,MPEG audio file,6815126
707,53,My Baby Left Me,MPEG audio file,4633440
708,53,Pagan Baby,MPEG audio file,12713813
709,53,(Wish I Could) Hideaway,MPEG audio file,7432978
710,53,It's Just A Thought,MPEG audio file,7778319
711,53,Molina,MPEG audio file,5390811
712,53,Born To Move,MPEG audio file,11260814
713,53,Lookin' For A Reason,MPEG audio file,6933135
714,53,Hello Mary Lou,MPEG audio file,4476563
715,54,Gatas Extraordinárias,MPEG audio file,7095702
716,54,Brasil,MPEG audio file,7911683
717,54,Eu Sou Neguinha (Ao Vivo),MPEG audio file,8376000
718,54,Geração Coca-Cola (Ao Vivo),MPEG audio file,7573301
719,54,Lanterna Dos Afogados,MPEG audio file,6714582
720,54,Coroné Antonio Bento,MPEG audio file,6713066
721,54,"Você Passa, Eu Acho Graça (Ao Vivo)",MPEG audio file,6943576
722,54,Meu Mundo Fica Completo (Com Você),MPEG audio file,8322240
723,54,1° De Julho,MPEG audio file,9017535
724,54,Música Urbana 2,MPEG audio file,6383472
725,54,Vida Bandida (Ao Vivo),MPEG audio file,6360785
726,54,Palavras Ao Vento,MPEG audio file,7048676
727,54,Não Sei O Que Eu Quero Da Vida,MPEG audio file,5024963
728,54,Woman Is The Nigger Of The World (Ao Vivo),MPEG audio file,9724145
729,54,Juventude Transviada (Ao Vivo),MPEG audio file,9183808
730,55,Malandragem,MPEG audio file,8165048
731,55,O Segundo Sol,MPEG audio file,8335629
732,55,Smells Like Teen Spirit (Ao Vivo),MPEG audio file,10384506
733,55,E.C.T.,MPEG audio file,7571834
734,55,Todo Amor Que Houver Nesta Vida,MPEG audio file,7420347
735,55,Metrô. Linha 743,MPEG audio file,5837495
736,55,Nós (Ao Vivo),MPEG audio file,6498661
737,55,Na Cadência Do Samba,MPEG audio file,6483952
738,55,Admirável Gado Novo,MPEG audio file,9144031
739,55,Eleanor Rigby,MPEG audio file,6303205
740,55,Socorro,MPEG audio file,8549393
741,55,Blues Da Piedade,MPEG audio file,8472964
742,55,Rubens,MPEG audio file,7026317
743,55,Não Deixe O Samba Morrer - Cassia Eller e Alcione,MPEG audio file,8936345
744,55,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),MPEG audio file,6195854
745,56,Comin' Home,MPEG audio file,7644604
746,56,Lady Luck,MPEG audio file,5501379
747,56,Gettin' Tighter,MPEG audio file,7176909
748,56,Dealer,MPEG audio file,7591066
749,56,I Need Love,MPEG audio file,8701064
750,56,Drifter,MPEG audio file,8001505
751,56,Love Child,MPEG audio file,6173806
752,56,This Time Around / Owed to 'G' [Instrumental],MPEG audio file,11995679
753,56,You Keep On Moving,MPEG audio file,10447868
754,57,Speed King,MPEG audio file,8587578
755,57,Bloodsucker,MPEG audio file,8344405
756,57,Child In Time,MPEG audio file,20230089
757,57,Flight Of The Rat,MPEG audio file,15563967
758,57,Into The Fire,MPEG audio file,6849310
759,57,Living Wreck,MPEG audio file,8993056
760,57,Hard Lovin' Man,MPEG audio file,13931179
761,58,Fireball,MPEG audio file,6714807
762,58,No No No,MPEG audio file,13646606
763,58,Strange Kind Of Woman,MPEG audio file,8072036
764,58,Anyone's Daughter,MPEG audio file,9354480
765,58,The Mule,MPEG audio file,10638390
766,58,Fools,MPEG audio file,16279366
767,58,No One Came,MPEG audio file,12643813
768,59,Knocking At Your Back Door,MPEG audio file,13779332
769,59,Bad Attitude,MPEG audio file,10035180
770,59,Child In Time (Son Of Aleric - Instrumental),MPEG audio file,19712753
771,59,Nobody's Home,MPEG audio file,7929493
772,59,Black Night,MPEG audio file,12058906
773,59,Perfect Strangers,MPEG audio file,10445353
774,59,The Unwritten Law,MPEG audio file,9740361
775,59,Call Of The Wild,MPEG audio file,9575295
776,59,Hush,MPEG audio file,6944928
777,41,Smoke On The Water,MPEG audio file,15180849
778,59,Space Trucking,MPEG audio file,11122183
779,60,Highway Star,MPEG audio file,12012452
780,60,Maybe I'm A Leo,MPEG audio file,9502646
781,60,Pictures Of Home,MPEG audio file,9903835
782,60,Never Before,MPEG audio file,7832790
783,41,Smoke On The Water,MPEG audio file,11246496
784,60,Lazy,MPEG audio file,14397671
785,48,Space Truckin',MPEG audio file,8981030
786,61,Vavoom : Ted The Mechanic,MPEG audio file,8510755
787,61,Loosen My Strings,MPEG audio file,11702232
788,61,Soon Forgotten,MPEG audio file,9401383
789,61,Sometimes I Feel Like Screaming,MPEG audio file,14789410
790,61,Cascades : I'm Not Your Lover,MPEG audio file,9209693
791,61,The Aviator,MPEG audio file,10532053
792,61,Rosa's Cantina,MPEG audio file,10323804
793,61,A Castle Full Of Rascals,MPEG audio file,10159566
794,61,A Touch Away,MPEG audio file,9098561
795,61,Hey Cisco,MPEG audio file,11600029
796,61,Somebody Stole My Guitar,MPEG audio file,8180421
797,61,The Purpendicular Waltz,MPEG audio file,9299131
798,62,King Of Dreams,MPEG audio file,10733847
799,62,The Cut Runs Deep,MPEG audio file,11191650
800,62,Fire In The Basement,MPEG audio file,9267550
801,62,Truth Hurts,MPEG audio file,10224612
802,62,Breakfast In Bed,MPEG audio file,10323804
803,62,Love Conquers All,MPEG audio file,7328516
804,62,Fortuneteller,MPEG audio file,11369671
805,62,Too Much Is Not Enough,MPEG audio file,8382800
806,62,Wicked Ways,MPEG audio file,12826582
807,41,Stormbringer,MPEG audio file,8044864
808,63,Love Don't Mean a Thing,MPEG audio file,8675026
809,63,Holy Man,MPEG audio file,8818093
810,63,Hold On,MPEG audio file,10022428
811,41,Lady Double Dealer,MPEG audio file,6554330
812,63,You Can't Do it Right (With the One You Love),MPEG audio file,6709579
813,63,High Ball Shooter,MPEG audio file,8772471
814,63,The Gypsy,MPEG audio file,7946614
815,63,Soldier Of Fortune,MPEG audio file,6315321
816,64,The Battle Rages On,MPEG audio file,11626228
817,64,Lick It Up,MPEG audio file,7792604
818,64,Anya,MPEG audio file,12754921
819,64,Talk About Love,MPEG audio file,8072171
820,64,Time To Kill,MPEG audio file,11354742
821,64,Ramshackle Man,MPEG audio file,10874679
822,64,A Twist In The Tail,MPEG audio file,8413103
823,64,Nasty Piece Of Work,MPEG audio file,9076997
824,64,Solitaire,MPEG audio file,9157021
825,64,One Man's Meat,MPEG audio file,9068960
826,65,Pour Some Sugar On Me,MPEG audio file,9518842
827,65,Photograph,MPEG audio file,8108507
828,65,Love Bites,MPEG audio file,11305791
829,65,Let's Get Rocked,MPEG audio file,9724150
830,65,Two Steps Behind [Acoustic Version],MPEG audio file,8523388
831,65,Animal,MPEG audio file,7985133
832,65,Heaven Is,MPEG audio file,6988128
833,65,Rocket,MPEG audio file,8092463
834,65,When Love & Hate Collide,MPEG audio file,8364633
835,65,Action,MPEG audio file,7130830
836,65,Make Love Like A Man,MPEG audio file,8309725
837,65,Armageddon It,MPEG audio file,10522352
838,65,Have You Ever Needed Someone So Bad,MPEG audio file,10400020
839,65,Rock Of Ages,MPEG audio file,8150318
840,65,Hysteria,MPEG audio file,11622738
841,65,Bringin' On The Heartbreak,MPEG audio file,8853324
842,66,Roll Call,MPEG audio file,10653494
843,66,Otay,MPEG audio file,14176083
844,66,Groovus Interruptus,MPEG audio file,10602166
845,66,Paris On Mine,MPEG audio file,12059507
846,66,In Time,MPEG audio file,12287103
847,66,Plan B,MPEG audio file,9032315
848,66,Outbreak,MPEG audio file,21685807
849,66,"Baltimore, DC",MPEG audio file,11394473
850,66,Talkin Loud and Saying Nothin,MPEG audio file,11994859
851,67,Pétala,MPEG audio file,8856165
852,67,Meu Bem-Querer,MPEG audio file,8330047
853,67,Cigano,MPEG audio file,10037362
854,67,Boa Noite,MPEG audio file,11283582
855,67,Fato Consumado,MPEG audio file,7018586
856,67,Faltando Um Pedaço,MPEG audio file,8788760
857,67,Álibi,MPEG audio file,6928434
858,67,Esquinas,MPEG audio file,9096726
859,67,Se...,MPEG audio file,9413777
860,67,Eu Te Devoro,MPEG audio file,10312775
861,67,Lilás,MPEG audio file,9049542
862,67,Acelerou,MPEG audio file,9396942
863,67,Um Amor Puro,MPEG audio file,10687311
864,68,Samurai,MPEG audio file,10872787
865,68,Nem Um Dia,MPEG audio file,11181446
866,68,Oceano,MPEG audio file,7026441
867,68,Açai,MPEG audio file,8893682
868,68,Serrado,MPEG audio file,9842240
869,68,Flor De Lis,MPEG audio file,7801108
870,68,Amar É Tudo,MPEG audio file,7073899
871,68,Azul,MPEG audio file,8381029
872,68,Seduzir,MPEG audio file,9163253
873,68,A Carta,MPEG audio file,11493463
874,68,Sina,MPEG audio file,8906539
875,67,Acelerou,MPEG audio file,9391439
876,67,Um Amor Puro,MPEG audio file,10664698
877,69,O Bêbado e a Equilibrista,MPEG audio file,7306143
878,69,O Mestre-Sala dos Mares,MPEG audio file,6180414
879,69,Atrás da Porta,MPEG audio file,5432518
880,69,"Dois Pra Lá, Dois Pra Cá",MPEG audio file,8684639
881,69,Casa no Campo,MPEG audio file,5531841
882,69,Romaria,MPEG audio file,7968525
883,69,"Alô, Alô, Marciano",MPEG audio file,8137254
884,69,Me Deixas Louca,MPEG audio file,6888030
885,69,Fascinação,MPEG audio file,5793959
886,69,Saudosa Maloca,MPEG audio file,9059416
887,69,As Aparências Enganam,MPEG audio file,8014346
888,69,Madalena,MPEG audio file,5243721
889,69,Maria Rosa,MPEG audio file,7592504
890,69,Aprendendo A Jogar,MPEG audio file,9391041
891,70,Layla,MPEG audio file,14115792
892,70,Badge,MPEG audio file,5322942
893,70,I Feel Free,MPEG audio file,5725684
894,70,Sunshine Of Your Love,MPEG audio file,8225889
895,70,Crossroads,MPEG audio file,8273540
896,70,Strange Brew,MPEG audio file,5489787
897,70,White Room,MPEG audio file,9872606
898,70,Bell Bottom Blues,MPEG audio file,9946681
899,70,Cocaine,MPEG audio file,7138399
900,70,I Shot The Sheriff,MPEG audio file,8738973
901,70,After Midnight,MPEG audio file,6460941
902,70,Swing Low Sweet Chariot,MPEG audio file,6896288
903,70,Lay Down Sally,MPEG audio file,7774207
904,70,Knockin On Heavens Door,MPEG audio file,8758819
905,70,Wonderful Tonight,MPEG audio file,7326923
906,70,Let It Grow,MPEG audio file,9742568
907,70,Promises,MPEG audio file,6006154
908,70,I Can't Stand It,MPEG audio file,8271980
909,71,Signe,MPEG audio file,6475042
910,53,Before You Accuse Me,MPEG audio file,7456807
911,71,Hey Hey,MPEG audio file,6543487
912,71,Tears In Heaven,MPEG audio file,9032835
913,71,Lonely Stranger,MPEG audio file,10894406
914,71,Nobody Knows You When You're Down & Out,MPEG audio file,7669922
915,70,Layla,MPEG audio file,9490542
916,71,Running On Faith,MPEG audio file,12536275
917,71,Walkin' Blues,MPEG audio file,7435192
918,71,Alberta,MPEG audio file,7412975
919,71,San Francisco Bay Blues,MPEG audio file,6724021
920,71,Malted Milk,MPEG audio file,7096781
921,71,Old Love,MPEG audio file,15780747
922,71,Rollin' And Tumblin',MPEG audio file,8407355
923,72,Collision,MPEG audio file,6656596
924,72,Stripsearch,MPEG audio file,8861119
925,72,Last Cup Of Sorrow,MPEG audio file,8221247
926,72,Naked In Front Of The Computer,MPEG audio file,4225077
927,72,Helpless,MPEG audio file,10753135
928,72,Mouth To Mouth,MPEG audio file,7505887
929,72,Ashes To Ashes,MPEG audio file,7093746
930,72,She Loves Me Not,MPEG audio file,6887544
931,72,Got That Feeling,MPEG audio file,4643227
932,72,Paths Of Glory,MPEG audio file,8436300
933,72,Home Sick Home,MPEG audio file,3898976
934,72,Pristina,MPEG audio file,7497361
935,73,Land Of Sunshine,MPEG audio file,7353567
936,73,Caffeine,MPEG audio file,8747367
937,73,Midlife Crisis,MPEG audio file,8628841
938,73,RV,MPEG audio file,7288162
939,73,Smaller And Smaller,MPEG audio file,10180103
940,73,Everything's Ruined,MPEG audio file,9010917
941,73,Malpractice,MPEG audio file,7900683
942,73,Kindergarten,MPEG audio file,8853647
943,73,Be Aggressive,MPEG audio file,7298027
944,73,A Small Victory,MPEG audio file,9733572
945,73,Crack Hitler,MPEG audio file,9162435
946,73,Jizzlobber,MPEG audio file,12926140
947,73,Midnight Cowboy,MPEG audio file,8242626
948,73,Easy,MPEG audio file,6073008
949,74,Get Out,MPEG audio file,4524972
950,74,Ricochet,MPEG audio file,8808812
951,74,Evidence,MPEG audio file,9626136
952,74,The Gentle Art Of Making Enemies,MPEG audio file,6908609
953,74,Star A.D.,MPEG audio file,6747658
954,74,Cuckoo For Caca,MPEG audio file,7388369
955,74,Caralho Voador,MPEG audio file,8029054
956,74,Ugly In The Morning,MPEG audio file,6224997
957,74,Digging The Grave,MPEG audio file,6109259
958,74,Take This Bottle,MPEG audio file,9779971
959,74,King For A Day,MPEG audio file,13163733
960,74,What A Day,MPEG audio file,5203430
961,74,The Last To Know,MPEG audio file,8736776
962,74,Just A Man,MPEG audio file,11031254
963,74,Absolute Zero,MPEG audio file,5929427
964,75,From Out Of Nowhere,MPEG audio file,6587802
965,75,Epic,MPEG audio file,9631296
966,75,Falling To Pieces,MPEG audio file,10333123
967,75,Surprise! You're Dead!,MPEG audio file,4823036
968,75,Zombie Eaters,MPEG audio file,11835367
969,75,The Real Thing,MPEG audio file,16233080
970,75,Underwater Love,MPEG audio file,7634387
971,75,The Morning After,MPEG audio file,7355898
972,75,Woodpecker From Mars,MPEG audio file,11174250
973,75,War Pigs,MPEG audio file,15267802
974,75,Edge Of The World,MPEG audio file,8235607
975,76,Deixa Entrar,MPEG audio file,1095012
976,76,Falamansa Song,MPEG audio file,7921313
977,76,Xote Dos Milagres,MPEG audio file,8897778
978,76,Rindo À Toa,MPEG audio file,7365321
979,76,Confidência,MPEG audio file,7460829
980,76,Forró De Tóquio,MPEG audio file,5588756
981,76,Zeca Violeiro,MPEG audio file,4781949
982,76,Avisa,MPEG audio file,11844320
983,76,Principiando/Decolagem,MPEG audio file,3923789
984,76,Asas,MPEG audio file,7711669
985,76,Medo De Escuro,MPEG audio file,7056323
986,76,Oração,MPEG audio file,9003882
987,76,Minha Gata,MPEG audio file,6039502
988,76,Desaforo,MPEG audio file,5853561
989,77,In Your Honor,MPEG audio file,7468463
990,77,No Way Back,MPEG audio file,6421400
991,77,Best Of You,MPEG audio file,8363467
992,77,DOA,MPEG audio file,8232342
993,77,Hell,MPEG audio file,3819255
994,77,The Last Song,MPEG audio file,6496742
995,77,Free Me,MPEG audio file,9109340
996,77,Resolve,MPEG audio file,9416186
997,77,The Deepest Blues Are Black,MPEG audio file,7735473
998,77,End Over End,MPEG audio file,11395296
999,78,Still,MPEG audio file,10323157
1000,78,What If I Do?,MPEG audio file,9929799
1001,78,Miracle,MPEG audio file,6877994
1002,78,Another Round,MPEG audio file,8752670
1003,78,Friend Of A Friend,MPEG audio file,6355088
1004,78,Over And Out,MPEG audio file,10428382
1005,78,On The Mend,MPEG audio file,9071997
1006,78,Virginia Moon,MPEG audio file,7494639
1007,78,Cold Day In The Sun,MPEG audio file,6596617
1008,78,Razor,MPEG audio file,9721373
1009,79,All My Life,MPEG audio file,8665545
1010,79,Low,MPEG audio file,8847196
1011,79,Have It All,MPEG audio file,9729292
1012,79,Times Like These,MPEG audio file,8624691
1013,79,Disenchanted Lullaby,MPEG audio file,8919111
1014,79,Tired Of You,MPEG audio file,10094743
1015,79,Halo,MPEG audio file,10026371
1016,79,Lonely As You,MPEG audio file,9022628
1017,79,Overdrive,MPEG audio file,8793187
1018,79,Burn Away,MPEG audio file,9678073
1019,79,Come Back,MPEG audio file,15371980
1020,80,Doll,MPEG audio file,2702572
1021,80,Monkey Wrench,MPEG audio file,7527531
1022,80,"Hey, Johnny Park!",MPEG audio file,8079480
1023,80,My Poor Brain,MPEG audio file,6973746
1024,80,Wind Up,MPEG audio file,4950667
1025,80,Up In Arms,MPEG audio file,4406227
1026,80,My Hero,MPEG audio file,8472365
1027,80,See You,MPEG audio file,4888173
1028,80,Enough Space,MPEG audio file,5169280
1029,80,February Stars,MPEG audio file,9344875
1030,80,Everlong,MPEG audio file,8270816
1031,80,Walking After You,MPEG audio file,9898992
1032,80,New Way Home,MPEG audio file,11205664
1033,81,My Way,MPEG audio file,8928684
1034,81,Strangers In The Night,MPEG audio file,5055295
1035,81,"New York, New York",MPEG audio file,6707993
1036,81,I Get A Kick Out Of You,MPEG audio file,6332441
1037,81,Something Stupid,MPEG audio file,5210643
1038,81,Moon River,MPEG audio file,6395808
1039,81,What Now My Love,MPEG audio file,4913383
1040,81,Summer Love,MPEG audio file,5693242
1041,81,For Once In My Life,MPEG audio file,5557537
1042,81,Love And Marriage,MPEG audio file,2930596
1043,81,They Can't Take That Away From Me,MPEG audio file,5240043
1044,81,My Kind Of Town,MPEG audio file,6119915
1045,81,Fly Me To The Moon,MPEG audio file,4856954
1046,81,I've Got You Under My Skin,MPEG audio file,6883787
1047,81,The Best Is Yet To Come,MPEG audio file,5633730
1048,81,It Was A Very Good Year,MPEG audio file,8554066
1049,81,Come Fly With Me,MPEG audio file,6231029
1050,81,That's Life,MPEG audio file,6095727
1051,81,The Girl From Ipanema,MPEG audio file,6410674
1052,81,The Lady Is A Tramp,MPEG audio file,5987372
1053,81,"Bad, Bad Leroy Brown",MPEG audio file,5548581
1054,81,Mack The Knife,MPEG audio file,9541052
1055,81,Loves Been Good To Me,MPEG audio file,6645365
1056,81,L.A. Is My Lady,MPEG audio file,6378511
1057,82,Entrando Na Sua (Intro),MPEG audio file,5840027
1058,82,Nervosa,MPEG audio file,7680421
1059,82,Funk De Bamba (Com Fernanda Abreu),MPEG audio file,7866165
1060,82,Call Me At Cleo´s,MPEG audio file,7920510
1061,82,Olhos Coloridos (Com Sandra De Sá),MPEG audio file,10567404
1062,82,Zambação,MPEG audio file,10030604
1063,82,Funk Hum,MPEG audio file,8084475
1064,82,Forty Days (Com DJ Hum),MPEG audio file,7347172
1065,82,Balada Da Paula,MPEG audio file,10603717
1066,82,Dujji,MPEG audio file,10833935
1067,82,Meu Guarda-Chuva,MPEG audio file,8216625
1068,82,Motéis,MPEG audio file,7041077
1069,82,Whistle Stop,MPEG audio file,17533664
1070,82,16 Toneladas,MPEG audio file,6390885
1071,82,Divirta-Se (Saindo Da Sua),MPEG audio file,2439206
1072,82,Forty Days Instrumental,MPEG audio file,9584317
1073,83,Óia Eu Aqui De Novo,MPEG audio file,7469735
1074,83,Baião Da Penha,MPEG audio file,8393047
1075,83,Esperando Na Janela,MPEG audio file,8660617
1076,83,Juazeiro,MPEG audio file,7349779
1077,83,Último Pau-De-Arara,MPEG audio file,6638563
1078,83,Asa Branca,MPEG audio file,7387183
1079,83,Qui Nem Jiló,MPEG audio file,6937472
1080,83,Assum Preto,MPEG audio file,6625000
1081,83,Pau-De-Arara,MPEG audio file,6340649
1082,83,A Volta Da Asa Branca,MPEG audio file,9098093
1083,83,O Amor Daqui De Casa,MPEG audio file,4888292
1084,83,As Pegadas Do Amor,MPEG audio file,6899062
1085,83,Lamento Sertanejo,MPEG audio file,8518290
1086,83,Casinha Feliz,MPEG audio file,1039615
1087,84,Introdução (Live),MPEG audio file,5227579
1088,84,Palco (Live),MPEG audio file,8026622
1089,84,Is This Love (Live),MPEG audio file,9819759
1090,84,Stir It Up (Live),MPEG audio file,9594738
1091,84,Refavela (Live),MPEG audio file,7985305
1092,84,Vendedor De Caranguejo (Live),MPEG audio file,8358128
1093,84,Quanta (Live),MPEG audio file,11774865
1094,84,Estrela (Live),MPEG audio file,9436411
1095,84,Pela Internet (Live),MPEG audio file,8804401
1096,84,Cérebro Eletrônico (Live),MPEG audio file,7805352
1097,84,Opachorô (Live),MPEG audio file,8596384
1098,84,Copacabana (Live),MPEG audio file,9673672
1099,84,A Novidade (Live),MPEG audio file,10508000
1100,84,Ghandi (Live),MPEG audio file,7481950
1101,84,De Ouro E Marfim (Live),MPEG audio file,7838453
1102,85,Doce De Carnaval (Candy All),MPEG audio file,11998470
1103,85,Lamento De Carnaval,MPEG audio file,9819276
1104,85,Pretinha,MPEG audio file,8914579
1105,71,A Novidade,MPEG audio file,10765600
1106,71,Tenho Sede,MPEG audio file,8708114
1107,71,Refazenda,MPEG audio file,7237784
1108,71,Realce,MPEG audio file,8847612
1109,71,Esotérico,MPEG audio file,10530533
1110,19,Drão,MPEG audio file,9931950
1111,31,A Paz,MPEG audio file,9593064
