track_id,song,media_type,bytes
610,My Funny Valentine (Live),MPEG audio file,29416781
611,E.S.P.,MPEG audio file,11079866
612,Nefertiti,MPEG audio file,15478450
613,Petits Machins (Little Stuff),MPEG audio file,16131272
614,Miles Runs The Voodoo Down,MPEG audio file,27967919
615,Little Church (Live),MPEG audio file,6273225
616,Black Satin,MPEG audio file,10529483
617,Jean Pierre (Live),MPEG audio file,7955114
618,Time After Time,MPEG audio file,7292197
619,Portia,MPEG audio file,12520126
620,Space Truckin',MPEG audio file,39267613
621,Going Down / Highway Star,MPEG audio file,29846063
622,Mistreated (Alternate Version),MPEG audio file,27775442
623,You Fool No One (Alternate Version),MPEG audio file,24887209
624,Jeepers Creepers,MPEG audio file,5991903
625,Blue Rythm Fantasy,MPEG audio file,11204006
626,Drum Boogie,MPEG audio file,6185636
627,Let Me Off Uptown,MPEG audio file,6034685
628,Leave Us Leap,MPEG audio file,5898810
629,Opus No.1,MPEG audio file,5846041
630,Boogie Blues,MPEG audio file,6603153
631,How High The Moon,MPEG audio file,6529487
632,Disc Jockey Jump,MPEG audio file,6260820
633,Up An' Atom,MPEG audio file,5822645
634,Bop Boogie,MPEG audio file,6093124
635,Lemon Drop,MPEG audio file,6287531
636,Coronation Drop,MPEG audio file,5899898
637,Overtime,MPEG audio file,5432236
638,Imagination,MPEG audio file,9444385
639,Don't Take Your Love From Me,MPEG audio file,9244238
640,Midget,MPEG audio file,7257663
641,I'm Coming Virginia,MPEG audio file,9209827
642,Payin' Them Dues Blues,MPEG audio file,6536918
643,Jungle Drums,MPEG audio file,6546063
644,Showcase,MPEG audio file,6697510
645,Swedish Schnapps,MPEG audio file,6359750
646,Samba Da Bênção,MPEG audio file,13490008
647,Pot-Pourri N.º 4,MPEG audio file,13125975
648,Onde Anda Você,MPEG audio file,5550356
649,Samba Da Volta,MPEG audio file,5676090
650,Canto De Ossanha,MPEG audio file,6771624
651,Pot-Pourri N.º 5,MPEG audio file,7117769
652,Formosa,MPEG audio file,4560873
653,Como É Duro Trabalhar,MPEG audio file,7541177
654,Minha Namorada,MPEG audio file,7927967
655,Por Que Será,MPEG audio file,5371483
656,Berimbau,MPEG audio file,6335548
657,Deixa,MPEG audio file,5932799
658,Pot-Pourri N.º 2,MPEG audio file,6878359
659,Samba Em Prelúdio,MPEG audio file,6923473
660,Carta Ao Tom 74,MPEG audio file,5382354
661,Linha de Passe (João Bosco),MPEG audio file,7902328
662,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),MPEG audio file,5399626
663,Chão de Giz (Elba Ramalho),MPEG audio file,9016916
664,Marina (Dorival Caymmi),MPEG audio file,5523628
665,Aquarela (Toquinho),MPEG audio file,8480140
666,Coração do Agreste (Fafá de Belém),MPEG audio file,8380320
667,Dona (Roupa Nova),MPEG audio file,7991295
668,Começaria Tudo Outra Vez (Maria Creuza),MPEG audio file,6851151
669,Caçador de Mim (Sá & Guarabyra),MPEG audio file,7751360
670,Romaria (Renato Teixeira),MPEG audio file,8033885
671,As Rosas Não Falam (Beth Carvalho),MPEG audio file,3836641
672,Wave (Os Cariocas),MPEG audio file,4298006
673,Garota de Ipanema (Dick Farney),MPEG audio file,5767474
674,Preciso Apender a Viver Só (Maysa),MPEG audio file,4642359
675,Susie Q,MPEG audio file,9043825
676,I Put A Spell On You,MPEG audio file,8943000
677,Proud Mary,MPEG audio file,6229590
678,Bad Moon Rising,MPEG audio file,4609835
679,Lodi,MPEG audio file,6260214
680,Green River,MPEG audio file,5105874
681,Commotion,MPEG audio file,5354252
682,Down On The Corner,MPEG audio file,5521804
683,Fortunate Son,MPEG audio file,4617559
684,Travelin' Band,MPEG audio file,4270414
685,Who'll Stop The Rain,MPEG audio file,4899579
686,Up Around The Bend,MPEG audio file,5368701
687,Run Through The Jungle,MPEG audio file,6156567
688,Lookin' Out My Back Door,MPEG audio file,5034670
689,Long As I Can See The Light,MPEG audio file,6924024
690,I Heard It Through The Grapevine,MPEG audio file,21947845
691,Have You Ever Seen The Rain?,MPEG audio file,5263675
692,Hey Tonight,MPEG audio file,5343807
693,Sweet Hitch-Hiker,MPEG audio file,5716603
694,Someday Never Comes,MPEG audio file,7945235
695,Walking On The Water,MPEG audio file,9302129
696,"Suzie-Q, Pt. 2",MPEG audio file,7986637
697,Born On The Bayou,MPEG audio file,10361866
698,Good Golly Miss Molly,MPEG audio file,5348175
699,Tombstone Shadow,MPEG audio file,7209080
700,Wrote A Song For Everyone,MPEG audio file,9675875
701,Night Time Is The Right Time,MPEG audio file,6211173
702,Cotton Fields,MPEG audio file,5919224
703,It Came Out Of The Sky,MPEG audio file,5807474
704,Don't Look Now,MPEG audio file,4366455
705,The Midnight Special,MPEG audio file,8297482
706,Before You Accuse Me,MPEG audio file,6815126
707,My Baby Left Me,MPEG audio file,4633440
708,Pagan Baby,MPEG audio file,12713813
709,(Wish I Could) Hideaway,MPEG audio file,7432978
710,It's Just A Thought,MPEG audio file,7778319
711,Molina,MPEG audio file,5390811
712,Born To Move,MPEG audio file,11260814
713,Lookin' For A Reason,MPEG audio file,6933135
714,Hello Mary Lou,MPEG audio file,4476563
715,Gatas Extraordinárias,MPEG audio file,7095702
716,Brasil,MPEG audio file,7911683
717,Eu Sou Neguinha (Ao Vivo),MPEG audio file,8376000
718,Geração Coca-Cola (Ao Vivo),MPEG audio file,7573301
719,Lanterna Dos Afogados,MPEG audio file,6714582
720,Coroné Antonio Bento,MPEG audio file,6713066
721,"Você Passa, Eu Acho Graça (Ao Vivo)",MPEG audio file,6943576
722,Meu Mundo Fica Completo (Com Você),MPEG audio file,8322240
723,1° De Julho,MPEG audio file,9017535
724,Música Urbana 2,MPEG audio file,6383472
725,Vida Bandida (Ao Vivo),MPEG audio file,6360785
726,Palavras Ao Vento,MPEG audio file,7048676
727,Não Sei O Que Eu Quero Da Vida,MPEG audio file,5024963
728,Woman Is The Nigger Of The World (Ao Vivo),MPEG audio file,9724145
729,Juventude Transviada (Ao Vivo),MPEG audio file,9183808
730,Malandragem,MPEG audio file,8165048
731,O Segundo Sol,MPEG audio file,8335629
732,Smells Like Teen Spirit (Ao Vivo),MPEG audio file,10384506
733,E.C.T.,MPEG audio file,7571834
734,Todo Amor Que Houver Nesta Vida,MPEG audio file,7420347
735,Metrô. Linha 743,MPEG audio file,5837495
736,Nós (Ao Vivo),MPEG audio file,6498661
737,Na Cadência Do Samba,MPEG audio file,6483952
738,Admirável Gado Novo,MPEG audio file,9144031
739,Eleanor Rigby,MPEG audio file,6303205
740,Socorro,MPEG audio file,8549393
741,Blues Da Piedade,MPEG audio file,8472964
742,Rubens,MPEG audio file,7026317
743,Não Deixe O Samba Morrer - Cassia Eller e Alcione,MPEG audio file,8936345
744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),MPEG audio file,6195854
745,Comin' Home,MPEG audio file,7644604
746,Lady Luck,MPEG audio file,5501379
747,Gettin' Tighter,MPEG audio file,7176909
748,Dealer,MPEG audio file,7591066
749,I Need Love,MPEG audio file,8701064
750,Drifter,MPEG audio file,8001505
751,Love Child,MPEG audio file,6173806
752,This Time Around / Owed to 'G' [Instrumental],MPEG audio file,11995679
753,You Keep On Moving,MPEG audio file,10447868
754,Speed King,MPEG audio file,8587578
755,Bloodsucker,MPEG audio file,8344405
756,Child In Time,MPEG audio file,20230089
757,Flight Of The Rat,MPEG audio file,15563967
758,Into The Fire,MPEG audio file,6849310
759,Living Wreck,MPEG audio file,8993056
760,Hard Lovin' Man,MPEG audio file,13931179
761,Fireball,MPEG audio file,6714807
762,No No No,MPEG audio file,13646606
763,Strange Kind Of Woman,MPEG audio file,8072036
764,Anyone's Daughter,MPEG audio file,9354480
765,The Mule,MPEG audio file,10638390
766,Fools,MPEG audio file,16279366
767,No One Came,MPEG audio file,12643813
768,Knocking At Your Back Door,MPEG audio file,13779332
769,Bad Attitude,MPEG audio file,10035180
770,Child In Time (Son Of Aleric - Instrumental),MPEG audio file,19712753
771,Nobody's Home,MPEG audio file,7929493
772,Black Night,MPEG audio file,12058906
773,Perfect Strangers,MPEG audio file,10445353
774,The Unwritten Law,MPEG audio file,9740361
775,Call Of The Wild,MPEG audio file,9575295
776,Hush,MPEG audio file,6944928
777,Smoke On The Water,MPEG audio file,15180849
778,Space Trucking,MPEG audio file,11122183
779,Highway Star,MPEG audio file,12012452
780,Maybe I'm A Leo,MPEG audio file,9502646
781,Pictures Of Home,MPEG audio file,9903835
782,Never Before,MPEG audio file,7832790
783,Smoke On The Water,MPEG audio file,11246496
784,Lazy,MPEG audio file,14397671
785,Space Truckin',MPEG audio file,8981030
786,Vavoom : Ted The Mechanic,MPEG audio file,8510755
787,Loosen My Strings,MPEG audio file,11702232
788,Soon Forgotten,MPEG audio file,9401383
789,Sometimes I Feel Like Screaming,MPEG audio file,14789410
790,Cascades : I'm Not Your Lover,MPEG audio file,9209693
791,The Aviator,MPEG audio file,10532053
792,Rosa's Cantina,MPEG audio file,10323804
793,A Castle Full Of Rascals,MPEG audio file,10159566
794,A Touch Away,MPEG audio file,9098561
795,Hey Cisco,MPEG audio file,11600029
796,Somebody Stole My Guitar,MPEG audio file,8180421
797,The Purpendicular Waltz,MPEG audio file,9299131
798,King Of Dreams,MPEG audio file,10733847
799,The Cut Runs Deep,MPEG audio file,11191650
800,Fire In The Basement,MPEG audio file,9267550
801,Truth Hurts,MPEG audio file,10224612
802,Breakfast In Bed,MPEG audio file,10323804
803,Love Conquers All,MPEG audio file,7328516
804,Fortuneteller,MPEG audio file,11369671
805,Too Much Is Not Enough,MPEG audio file,8382800
806,Wicked Ways,MPEG audio file,12826582
807,Stormbringer,MPEG audio file,8044864
808,Love Don't Mean a Thing,MPEG audio file,8675026
809,Holy Man,MPEG audio file,8818093
810,Hold On,MPEG audio file,10022428
811,Lady Double Dealer,MPEG audio file,6554330
812,You Can't Do it Right (With the One You Love),MPEG audio file,6709579
813,High Ball Shooter,MPEG audio file,8772471
814,The Gypsy,MPEG audio file,7946614
815,Soldier Of Fortune,MPEG audio file,6315321
816,The Battle Rages On,MPEG audio file,11626228
817,Lick It Up,MPEG audio file,7792604
818,Anya,MPEG audio file,12754921
819,Talk About Love,MPEG audio file,8072171
820,Time To Kill,MPEG audio file,11354742
821,Ramshackle Man,MPEG audio file,10874679
822,A Twist In The Tail,MPEG audio file,8413103
823,Nasty Piece Of Work,MPEG audio file,9076997
824,Solitaire,MPEG audio file,9157021
825,One Man's Meat,MPEG audio file,9068960
826,Pour Some Sugar On Me,MPEG audio file,9518842
827,Photograph,MPEG audio file,8108507
828,Love Bites,MPEG audio file,11305791
829,Let's Get Rocked,MPEG audio file,9724150
830,Two Steps Behind [Acoustic Version],MPEG audio file,8523388
831,Animal,MPEG audio file,7985133
832,Heaven Is,MPEG audio file,6988128
833,Rocket,MPEG audio file,8092463
834,When Love & Hate Collide,MPEG audio file,8364633
835,Action,MPEG audio file,7130830
836,Make Love Like A Man,MPEG audio file,8309725
837,Armageddon It,MPEG audio file,10522352
838,Have You Ever Needed Someone So Bad,MPEG audio file,10400020
839,Rock Of Ages,MPEG audio file,8150318
840,Hysteria,MPEG audio file,11622738
841,Bringin' On The Heartbreak,MPEG audio file,8853324
842,Roll Call,MPEG audio file,10653494
843,Otay,MPEG audio file,14176083
844,Groovus Interruptus,MPEG audio file,10602166
845,Paris On Mine,MPEG audio file,12059507
846,In Time,MPEG audio file,12287103
847,Plan B,MPEG audio file,9032315
848,Outbreak,MPEG audio file,21685807
849,"Baltimore, DC",MPEG audio file,11394473
850,Talkin Loud and Saying Nothin,MPEG audio file,11994859
851,Pétala,MPEG audio file,8856165
852,Meu Bem-Querer,MPEG audio file,8330047
853,Cigano,MPEG audio file,10037362
854,Boa Noite,MPEG audio file,11283582
855,Fato Consumado,MPEG audio file,7018586
856,Faltando Um Pedaço,MPEG audio file,8788760
857,Álibi,MPEG audio file,6928434
858,Esquinas,MPEG audio file,9096726
859,Se...,MPEG audio file,9413777
860,Eu Te Devoro,MPEG audio file,10312775
861,Lilás,MPEG audio file,9049542
862,Acelerou,MPEG audio file,9396942
863,Um Amor Puro,MPEG audio file,10687311
864,Samurai,MPEG audio file,10872787
865,Nem Um Dia,MPEG audio file,11181446
866,Oceano,MPEG audio file,7026441
867,Açai,MPEG audio file,8893682
868,Serrado,MPEG audio file,9842240
869,Flor De Lis,MPEG audio file,7801108
870,Amar É Tudo,MPEG audio file,7073899
871,Azul,MPEG audio file,8381029
872,Seduzir,MPEG audio file,9163253
873,A Carta,MPEG audio file,11493463
874,Sina,MPEG audio file,8906539
875,Acelerou,MPEG audio file,9391439
876,Um Amor Puro,MPEG audio file,10664698
877,O Bêbado e a Equilibrista,MPEG audio file,7306143
878,O Mestre-Sala dos Mares,MPEG audio file,6180414
879,Atrás da Porta,MPEG audio file,5432518
880,"Dois Pra Lá, Dois Pra Cá",MPEG audio file,8684639
881,Casa no Campo,MPEG audio file,5531841
882,Romaria,MPEG audio file,7968525
883,"Alô, Alô, Marciano",MPEG audio file,8137254
884,Me Deixas Louca,MPEG audio file,6888030
885,Fascinação,MPEG audio file,5793959
886,Saudosa Maloca,MPEG audio file,9059416
887,As Aparências Enganam,MPEG audio file,8014346
888,Madalena,MPEG audio file,5243721
889,Maria Rosa,MPEG audio file,7592504
890,Aprendendo A Jogar,MPEG audio file,9391041
891,Layla,MPEG audio file,14115792
892,Badge,MPEG audio file,5322942
893,I Feel Free,MPEG audio file,5725684
894,Sunshine Of Your Love,MPEG audio file,8225889
895,Crossroads,MPEG audio file,8273540
896,Strange Brew,MPEG audio file,5489787
897,White Room,MPEG audio file,9872606
898,Bell Bottom Blues,MPEG audio file,9946681
899,Cocaine,MPEG audio file,7138399
900,I Shot The Sheriff,MPEG audio file,8738973
901,After Midnight,MPEG audio file,6460941
902,Swing Low Sweet Chariot,MPEG audio file,6896288
903,Lay Down Sally,MPEG audio file,7774207
904,Knockin On Heavens Door,MPEG audio file,8758819
905,Wonderful Tonight,MPEG audio file,7326923
906,Let It Grow,MPEG audio file,9742568
907,Promises,MPEG audio file,6006154
908,I Can't Stand It,MPEG audio file,8271980
909,Signe,MPEG audio file,6475042
910,Before You Accuse Me,MPEG audio file,7456807
911,Hey Hey,MPEG audio file,6543487
912,Tears In Heaven,MPEG audio file,9032835
913,Lonely Stranger,MPEG audio file,10894406
914,Nobody Knows You When You're Down & Out,MPEG audio file,7669922
915,Layla,MPEG audio file,9490542
916,Running On Faith,MPEG audio file,12536275
917,Walkin' Blues,MPEG audio file,7435192
918,Alberta,MPEG audio file,7412975
919,San Francisco Bay Blues,MPEG audio file,6724021
920,Malted Milk,MPEG audio file,7096781
921,Old Love,MPEG audio file,15780747
922,Rollin' And Tumblin',MPEG audio file,8407355
923,Collision,MPEG audio file,6656596
924,Stripsearch,MPEG audio file,8861119
925,Last Cup Of Sorrow,MPEG audio file,8221247
926,Naked In Front Of The Computer,MPEG audio file,4225077
927,Helpless,MPEG audio file,10753135
928,Mouth To Mouth,MPEG audio file,7505887
929,Ashes To Ashes,MPEG audio file,7093746
930,She Loves Me Not,MPEG audio file,6887544
931,Got That Feeling,MPEG audio file,4643227
932,Paths Of Glory,MPEG audio file,8436300
933,Home Sick Home,MPEG audio file,3898976
934,Pristina,MPEG audio file,7497361
935,Land Of Sunshine,MPEG audio file,7353567
936,Caffeine,MPEG audio file,8747367
937,Midlife Crisis,MPEG audio file,8628841
938,RV,MPEG audio file,7288162
939,Smaller And Smaller,MPEG audio file,10180103
940,Everything's Ruined,MPEG audio file,9010917
941,Malpractice,MPEG audio file,7900683
942,Kindergarten,MPEG audio file,8853647
943,Be Aggressive,MPEG audio file,7298027
944,A Small Victory,MPEG audio file,9733572
945,Crack Hitler,MPEG audio file,9162435
946,Jizzlobber,MPEG audio file,12926140
947,Midnight Cowboy,MPEG audio file,8242626
948,Easy,MPEG audio file,6073008
949,Get Out,MPEG audio file,4524972
950,Ricochet,MPEG audio file,8808812
951,Evidence,MPEG audio file,9626136
952,The Gentle Art Of Making Enemies,MPEG audio file,6908609
953,Star A.D.,MPEG audio file,6747658
954,Cuckoo For Caca,MPEG audio file,7388369
955,Caralho Voador,MPEG audio file,8029054
956,Ugly In The Morning,MPEG audio file,6224997
957,Digging The Grave,MPEG audio file,6109259
958,Take This Bottle,MPEG audio file,9779971
959,King For A Day,MPEG audio file,13163733
960,What A Day,MPEG audio file,5203430
961,The Last To Know,MPEG audio file,8736776
962,Just A Man,MPEG audio file,11031254
963,Absolute Zero,MPEG audio file,5929427
964,From Out Of Nowhere,MPEG audio file,6587802
965,Epic,MPEG audio file,9631296
966,Falling To Pieces,MPEG audio file,10333123
967,Surprise! You're Dead!,MPEG audio file,4823036
968,Zombie Eaters,MPEG audio file,11835367
969,The Real Thing,MPEG audio file,16233080
970,Underwater Love,MPEG audio file,7634387
971,The Morning After,MPEG audio file,7355898
972,Woodpecker From Mars,MPEG audio file,11174250
973,War Pigs,MPEG audio file,15267802
974,Edge Of The World,MPEG audio file,8235607
975,Deixa Entrar,MPEG audio file,1095012
976,Falamansa Song,MPEG audio file,7921313
977,Xote Dos Milagres,MPEG audio file,8897778
978,Rindo À Toa,MPEG audio file,7365321
979,Confidência,MPEG audio file,7460829
980,Forró De Tóquio,MPEG audio file,5588756
981,Zeca Violeiro,MPEG audio file,4781949
982,Avisa,MPEG audio file,11844320
983,Principiando/Decolagem,MPEG audio file,3923789
984,Asas,MPEG audio file,7711669
985,Medo De Escuro,MPEG audio file,7056323
986,Oração,MPEG audio file,9003882
987,Minha Gata,MPEG audio file,6039502
988,Desaforo,MPEG audio file,5853561
989,In Your Honor,MPEG audio file,7468463
990,No Way Back,MPEG audio file,6421400
991,Best Of You,MPEG audio file,8363467
992,DOA,MPEG audio file,8232342
993,Hell,MPEG audio file,3819255
994,The Last Song,MPEG audio file,6496742
995,Free Me,MPEG audio file,9109340
996,Resolve,MPEG audio file,9416186
997,The Deepest Blues Are Black,MPEG audio file,7735473
998,End Over End,MPEG audio file,11395296
999,Still,MPEG audio file,10323157
1000,What If I Do?,MPEG audio file,9929799
1001,Miracle,MPEG audio file,6877994
1002,Another Round,MPEG audio file,8752670
1003,Friend Of A Friend,MPEG audio file,6355088
1004,Over And Out,MPEG audio file,10428382
1005,On The Mend,MPEG audio file,9071997
1006,Virginia Moon,MPEG audio file,7494639
1007,Cold Day In The Sun,MPEG audio file,6596617
1008,Razor,MPEG audio file,9721373
1009,All My Life,MPEG audio file,8665545
1010,Low,MPEG audio file,8847196
1011,Have It All,MPEG audio file,9729292
1012,Times Like These,MPEG audio file,8624691
1013,Disenchanted Lullaby,MPEG audio file,8919111
1014,Tired Of You,MPEG audio file,10094743
1015,Halo,MPEG audio file,10026371
1016,Lonely As You,MPEG audio file,9022628
1017,Overdrive,MPEG audio file,8793187
1018,Burn Away,MPEG audio file,9678073
1019,Come Back,MPEG audio file,15371980
1020,Doll,MPEG audio file,2702572
1021,Monkey Wrench,MPEG audio file,7527531
1022,"Hey, Johnny Park!",MPEG audio file,8079480
1023,My Poor Brain,MPEG audio file,6973746
1024,Wind Up,MPEG audio file,4950667
1025,Up In Arms,MPEG audio file,4406227
1026,My Hero,MPEG audio file,8472365
1027,See You,MPEG audio file,4888173
1028,Enough Space,MPEG audio file,5169280
1029,February Stars,MPEG audio file,9344875
1030,Everlong,MPEG audio file,8270816
1031,Walking After You,MPEG audio file,9898992
1032,New Way Home,MPEG audio file,11205664
1033,My Way,MPEG audio file,8928684
1034,Strangers In The Night,MPEG audio file,5055295
1035,"New York, New York",MPEG audio file,6707993
1036,I Get A Kick Out Of You,MPEG audio file,6332441
1037,Something Stupid,MPEG audio file,5210643
1038,Moon River,MPEG audio file,6395808
1039,What Now My Love,MPEG audio file,4913383
1040,Summer Love,MPEG audio file,5693242
1041,For Once In My Life,MPEG audio file,5557537
1042,Love And Marriage,MPEG audio file,2930596
1043,They Can't Take That Away From Me,MPEG audio file,5240043
1044,My Kind Of Town,MPEG audio file,6119915
1045,Fly Me To The Moon,MPEG audio file,4856954
1046,I've Got You Under My Skin,MPEG audio file,6883787
1047,The Best Is Yet To Come,MPEG audio file,5633730
1048,It Was A Very Good Year,MPEG audio file,8554066
1049,Come Fly With Me,MPEG audio file,6231029
1050,That's Life,MPEG audio file,6095727
1051,The Girl From Ipanema,MPEG audio file,6410674
1052,The Lady Is A Tramp,MPEG audio file,5987372
1053,"Bad, Bad Leroy Brown",MPEG audio file,5548581
1054,Mack The Knife,MPEG audio file,9541052
1055,Loves Been Good To Me,MPEG audio file,6645365
1056,L.A. Is My Lady,MPEG audio file,6378511
1057,Entrando Na Sua (Intro),MPEG audio file,5840027
1058,Nervosa,MPEG audio file,7680421
1059,Funk De Bamba (Com Fernanda Abreu),MPEG audio file,7866165
1060,Call Me At Cleo´s,MPEG audio file,7920510
1061,Olhos Coloridos (Com Sandra De Sá),MPEG audio file,10567404
1062,Zambação,MPEG audio file,10030604
1063,Funk Hum,MPEG audio file,8084475
1064,Forty Days (Com DJ Hum),MPEG audio file,7347172
1065,Balada Da Paula,MPEG audio file,10603717
1066,Dujji,MPEG audio file,10833935
1067,Meu Guarda-Chuva,MPEG audio file,8216625
1068,Motéis,MPEG audio file,7041077
1069,Whistle Stop,MPEG audio file,17533664
1070,16 Toneladas,MPEG audio file,6390885
1071,Divirta-Se (Saindo Da Sua),MPEG audio file,2439206
1072,Forty Days Instrumental,MPEG audio file,9584317
1073,Óia Eu Aqui De Novo,MPEG audio file,7469735
1074,Baião Da Penha,MPEG audio file,8393047
1075,Esperando Na Janela,MPEG audio file,8660617
1076,Juazeiro,MPEG audio file,7349779
1077,Último Pau-De-Arara,MPEG audio file,6638563
1078,Asa Branca,MPEG audio file,7387183
1079,Qui Nem Jiló,MPEG audio file,6937472
1080,Assum Preto,MPEG audio file,6625000
1081,Pau-De-Arara,MPEG audio file,6340649
1082,A Volta Da Asa Branca,MPEG audio file,9098093
1083,O Amor Daqui De Casa,MPEG audio file,4888292
1084,As Pegadas Do Amor,MPEG audio file,6899062
1085,Lamento Sertanejo,MPEG audio file,8518290
1086,Casinha Feliz,MPEG audio file,1039615
1087,Introdução (Live),MPEG audio file,5227579
1088,Palco (Live),MPEG audio file,8026622
1089,Is This Love (Live),MPEG audio file,9819759
1090,Stir It Up (Live),MPEG audio file,9594738
1091,Refavela (Live),MPEG audio file,7985305
1092,Vendedor De Caranguejo (Live),MPEG audio file,8358128
1093,Quanta (Live),MPEG audio file,11774865
1094,Estrela (Live),MPEG audio file,9436411
1095,Pela Internet (Live),MPEG audio file,8804401
1096,Cérebro Eletrônico (Live),MPEG audio file,7805352
1097,Opachorô (Live),MPEG audio file,8596384
1098,Copacabana (Live),MPEG audio file,9673672
1099,A Novidade (Live),MPEG audio file,10508000
1100,Ghandi (Live),MPEG audio file,7481950
1101,De Ouro E Marfim (Live),MPEG audio file,7838453
1102,Doce De Carnaval (Candy All),MPEG audio file,11998470
1103,Lamento De Carnaval,MPEG audio file,9819276
1104,Pretinha,MPEG audio file,8914579
1105,A Novidade,MPEG audio file,10765600
1106,Tenho Sede,MPEG audio file,8708114
1107,Refazenda,MPEG audio file,7237784
1108,Realce,MPEG audio file,8847612
1109,Esotérico,MPEG audio file,10530533
1110,Drão,MPEG audio file,9931950
1111,A Paz,MPEG audio file,9593064
1112,Beira Mar,MPEG audio file,9597994
1113,Sampa,MPEG audio file,7469905
1114,Parabolicamará,MPEG audio file,9543435
1115,Tempo Rei,MPEG audio file,10019269
1116,Expresso 2222,MPEG audio file,9690577
1117,Aquele Abraço,MPEG audio file,8805003
1118,Palco,MPEG audio file,9049901
1119,Toda Menina Baiana,MPEG audio file,9351000
1120,Sítio Do Pica-Pau Amarelo,MPEG audio file,7217955
1121,Straight Out Of Line,MPEG audio file,8511877
1122,Faceless,MPEG audio file,6992417
1123,Changes,MPEG audio file,8455835
1124,Make Me Believe,MPEG audio file,8075050
1125,I Stand Alone,MPEG audio file,8017041
1126,Re-Align,MPEG audio file,8513891
1127,I Fucking Hate You,MPEG audio file,8059642
1128,Releasing The Demons,MPEG audio file,8276372
1129,Dead And Broken,MPEG audio file,8206611
1130,I Am,MPEG audio file,7803270
1131,The Awakening,MPEG audio file,3035251
1132,Serenity,MPEG audio file,9172976
1133,American Idiot,MPEG audio file,5705793
1134,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,MPEG audio file,17875209
1135,Holiday,MPEG audio file,7599602
1136,Boulevard Of Broken Dreams,MPEG audio file,8485122
1137,Are We The Waiting,MPEG audio file,5328329
1138,St. Jimmy,MPEG audio file,5716589
1139,Give Me Novacaine,MPEG audio file,6752485
1140,She's A Rebel,MPEG audio file,3901226
1141,Extraordinary Girl,MPEG audio file,6975177
1142,Letterbomb,MPEG audio file,7980902
1143,Wake Me Up When September Ends,MPEG audio file,9325597
1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,MPEG audio file,18139840
1145,Whatsername,MPEG audio file,8244843
1174,Civil War,MPEG audio file,15046579
1175,14 Years,MPEG audio file,8543664
1176,Yesterdays,MPEG audio file,6398489
1177,Knockin' On Heaven's Door,MPEG audio file,10986716
1178,Get In The Ring,MPEG audio file,11134105
1179,Shotgun Blues,MPEG audio file,6623916
1180,Breakdown,MPEG audio file,13978284
1181,Pretty Tied Up,MPEG audio file,9408754
1182,Locomotive,MPEG audio file,17236842
1183,So Fine,MPEG audio file,8039484
1184,Estranged,MPEG audio file,18343787
1185,You Could Be Mine,MPEG audio file,11207355
1186,Don't Cry,MPEG audio file,9222458
1187,My World,MPEG audio file,2764045
1188,Colibri,MPEG audio file,12055329
1189,Love Is The Colour,MPEG audio file,8419165
1190,Magnetic Ocean,MPEG audio file,10720741
1191,Deep Waters,MPEG audio file,13075359
1192,L'Arc En Ciel De Miles,MPEG audio file,8053997
1193,Gypsy,MPEG audio file,11083374
1194,Journey Into Sunlight,MPEG audio file,8241177
1195,Sunchild,MPEG audio file,8593143
1196,Millenium,MPEG audio file,12511939
1197,Thinking 'Bout Tomorrow,MPEG audio file,11865384
1198,Jacob's Ladder,MPEG audio file,12201595
1199,She Wears Black,MPEG audio file,17617944
1200,Dark Side Of The Cog,MPEG audio file,12491122
1212,The Number Of The Beast,MPEG audio file,4718897
1213,The Trooper,MPEG audio file,3766272
1214,Prowler,MPEG audio file,4091904
1215,Transylvania,MPEG audio file,4255744
1216,Remember Tomorrow,MPEG audio file,5648438
1217,Where Eagles Dare,MPEG audio file,4630528
1218,Sanctuary,MPEG audio file,4694016
1219,Running Free,MPEG audio file,3663872
1220,Run To The Hilss,MPEG audio file,3803136
1221,2 Minutes To Midnight,MPEG audio file,5400576
1222,Iron Maiden,MPEG audio file,5195776
1223,Hallowed Be Thy Name,MPEG audio file,7550976
1224,Be Quick Or Be Dead,MPEG audio file,3151872
1225,From Here To Eternity,MPEG audio file,4159488
1226,Can I Play With Madness,MPEG audio file,4521984
1227,Wasting Love,MPEG audio file,5566464
1228,Tailgunner,MPEG audio file,3993600
1229,The Evil That Men Do,MPEG audio file,5216256
1230,Afraid To Shoot Strangers,MPEG audio file,6529024
1231,Bring Your Daughter... To The Slaughter,MPEG audio file,5085184
1232,Heaven Can Wait,MPEG audio file,7178240
1233,The Clairvoyant,MPEG audio file,4319232
1234,Fear Of The Dark,MPEG audio file,6906078
1235,The Wicker Man,MPEG audio file,11022464
1236,Ghost Of The Navigator,MPEG audio file,16404608
1237,Brave New World,MPEG audio file,15161472
1238,Blood Brothers,MPEG audio file,17379456
1239,The Mercenary,MPEG audio file,11300992
1240,Dream Of Mirrors,MPEG audio file,22448256
1241,The Fallen Angel,MPEG audio file,9629824
1242,The Nomad,MPEG audio file,21846144
