id,artist,album,song,playlist,media_type,genre,Bytes
597,"Miles Davis","The Essential Miles Davis [Disc 1]","Now's The Time",Music,"MPEG audio file",Jazz,6358868
597,"Miles Davis","The Essential Miles Davis [Disc 1]","Now's The Time","On-The-Go 1","MPEG audio file",Jazz,6358868
598,"Miles Davis","The Essential Miles Davis [Disc 1]",Jeru,Music,"MPEG audio file",Jazz,6222536
599,"Miles Davis","The Essential Miles Davis [Disc 1]",Compulsion,Music,"MPEG audio file",Jazz,11254474
600,"Miles Davis","The Essential Miles Davis [Disc 1]","Tempus Fugit",Music,"MPEG audio file",Jazz,7548434
601,"Miles Davis","The Essential Miles Davis [Disc 1]","Walkin'",Music,"MPEG audio file",Jazz,26411634
602,"Miles Davis","The Essential Miles Davis [Disc 1]","'Round Midnight",Music,"MPEG audio file",Jazz,11590284
603,"Miles Davis","The Essential Miles Davis [Disc 1]","Bye Bye Blackbird",Music,"MPEG audio file",Jazz,15549224
604,"Miles Davis","The Essential Miles Davis [Disc 1]","New Rhumba",Music,"MPEG audio file",Jazz,9018024
605,"Miles Davis","The Essential Miles Davis [Disc 1]",Generique,Music,"MPEG audio file",Jazz,5437017
606,"Miles Davis","The Essential Miles Davis [Disc 1]",Summertime,Music,"MPEG audio file",Jazz,6461370
607,"Miles Davis","The Essential Miles Davis [Disc 1]","So What",Music,"MPEG audio file",Jazz,18360449
608,"Miles Davis","The Essential Miles Davis [Disc 1]","The Pan Piper",Music,"MPEG audio file",Jazz,7593713
609,"Miles Davis","The Essential Miles Davis [Disc 1]","Someday My Prince Will Come",Music,"MPEG audio file",Jazz,17890773
610,"Miles Davis","The Essential Miles Davis [Disc 2]","My Funny Valentine (Live)",Music,"MPEG audio file",Jazz,29416781
611,"Miles Davis","The Essential Miles Davis [Disc 2]",E.S.P.,Music,"MPEG audio file",Jazz,11079866
612,"Miles Davis","The Essential Miles Davis [Disc 2]",Nefertiti,Music,"MPEG audio file",Jazz,15478450
613,"Miles Davis","The Essential Miles Davis [Disc 2]","Petits Machins (Little Stuff)",Music,"MPEG audio file",Jazz,16131272
614,"Miles Davis","The Essential Miles Davis [Disc 2]","Miles Runs The Voodoo Down",Music,"MPEG audio file",Jazz,27967919
615,"Miles Davis","The Essential Miles Davis [Disc 2]","Little Church (Live)",Music,"MPEG audio file",Jazz,6273225
616,"Miles Davis","The Essential Miles Davis [Disc 2]","Black Satin",Music,"MPEG audio file",Jazz,10529483
617,"Miles Davis","The Essential Miles Davis [Disc 2]","Jean Pierre (Live)",Music,"MPEG audio file",Jazz,7955114
618,"Miles Davis","The Essential Miles Davis [Disc 2]","Time After Time",Music,"MPEG audio file",Jazz,7292197
619,"Miles Davis","The Essential Miles Davis [Disc 2]",Portia,Music,"MPEG audio file",Jazz,12520126
620,"Deep Purple","The Final Concerts (Disc 2)","Space Truckin'",Music,"MPEG audio file",Rock,39267613
621,"Deep Purple","The Final Concerts (Disc 2)","Going Down / Highway Star",Music,"MPEG audio file",Rock,29846063
622,"Deep Purple","The Final Concerts (Disc 2)","Mistreated (Alternate Version)",Music,"MPEG audio file",Rock,27775442
623,"Deep Purple","The Final Concerts (Disc 2)","You Fool No One (Alternate Version)",Music,"MPEG audio file",Rock,24887209
624,"Gene Krupa","Up An' Atom","Jeepers Creepers",Music,"MPEG audio file",Jazz,5991903
625,"Gene Krupa","Up An' Atom","Blue Rythm Fantasy",Music,"MPEG audio file",Jazz,11204006
626,"Gene Krupa","Up An' Atom","Drum Boogie",Music,"MPEG audio file",Jazz,6185636
627,"Gene Krupa","Up An' Atom","Let Me Off Uptown",Music,"MPEG audio file",Jazz,6034685
628,"Gene Krupa","Up An' Atom","Leave Us Leap",Music,"MPEG audio file",Jazz,5898810
629,"Gene Krupa","Up An' Atom","Opus No.1",Music,"MPEG audio file",Jazz,5846041
630,"Gene Krupa","Up An' Atom","Boogie Blues",Music,"MPEG audio file",Jazz,6603153
631,"Gene Krupa","Up An' Atom","How High The Moon",Music,"MPEG audio file",Jazz,6529487
632,"Gene Krupa","Up An' Atom","Disc Jockey Jump",Music,"MPEG audio file",Jazz,6260820
633,"Gene Krupa","Up An' Atom","Up An' Atom",Music,"MPEG audio file",Jazz,5822645
634,"Gene Krupa","Up An' Atom","Bop Boogie",Music,"MPEG audio file",Jazz,6093124
635,"Gene Krupa","Up An' Atom","Lemon Drop",Music,"MPEG audio file",Jazz,6287531
636,"Gene Krupa","Up An' Atom","Coronation Drop",Music,"MPEG audio file",Jazz,5899898
637,"Gene Krupa","Up An' Atom",Overtime,Music,"MPEG audio file",Jazz,5432236
638,"Gene Krupa","Up An' Atom",Imagination,Music,"MPEG audio file",Jazz,9444385
639,"Gene Krupa","Up An' Atom","Don't Take Your Love From Me",Music,"MPEG audio file",Jazz,9244238
640,"Gene Krupa","Up An' Atom",Midget,Music,"MPEG audio file",Jazz,7257663
641,"Gene Krupa","Up An' Atom","I'm Coming Virginia",Music,"MPEG audio file",Jazz,9209827
642,"Gene Krupa","Up An' Atom","Payin' Them Dues Blues",Music,"MPEG audio file",Jazz,6536918
643,"Gene Krupa","Up An' Atom","Jungle Drums",Music,"MPEG audio file",Jazz,6546063
644,"Gene Krupa","Up An' Atom",Showcase,Music,"MPEG audio file",Jazz,6697510
645,"Gene Krupa","Up An' Atom","Swedish Schnapps",Music,"MPEG audio file",Jazz,6359750
646,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Samba Da Bênção",Music,"MPEG audio file","Bossa Nova",13490008
647,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Pot-Pourri N.º 4",Music,"MPEG audio file","Bossa Nova",13125975
648,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Onde Anda Você",Music,"MPEG audio file","Bossa Nova",5550356
649,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Samba Da Volta",Music,"MPEG audio file","Bossa Nova",5676090
650,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Canto De Ossanha",Music,"MPEG audio file","Bossa Nova",6771624
651,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Pot-Pourri N.º 5",Music,"MPEG audio file","Bossa Nova",7117769
652,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite",Formosa,Music,"MPEG audio file","Bossa Nova",4560873
653,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Como É Duro Trabalhar",Music,"MPEG audio file","Bossa Nova",7541177
654,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Minha Namorada",Music,"MPEG audio file","Bossa Nova",7927967
655,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Por Que Será",Music,"MPEG audio file","Bossa Nova",5371483
656,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite",Berimbau,Music,"MPEG audio file","Bossa Nova",6335548
657,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite",Deixa,Music,"MPEG audio file","Bossa Nova",5932799
658,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Pot-Pourri N.º 2",Music,"MPEG audio file","Bossa Nova",6878359
659,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Samba Em Prelúdio",Music,"MPEG audio file","Bossa Nova",6923473
660,"Toquinho & Vinícius","Vinícius De Moraes - Sem Limite","Carta Ao Tom 74",Music,"MPEG audio file","Bossa Nova",5382354
661,"Various Artists","Vozes do MPB","Linha de Passe (João Bosco)",Music,"MPEG audio file",Latin,7902328
662,"Various Artists","Vozes do MPB","Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",Music,"MPEG audio file",Latin,5399626
663,"Various Artists","Vozes do MPB","Chão de Giz (Elba Ramalho)",Music,"MPEG audio file",Latin,9016916
664,"Various Artists","Vozes do MPB","Marina (Dorival Caymmi)",Music,"MPEG audio file",Latin,5523628
665,"Various Artists","Vozes do MPB","Aquarela (Toquinho)",Music,"MPEG audio file",Latin,8480140
666,"Various Artists","Vozes do MPB","Coração do Agreste (Fafá de Belém)",Music,"MPEG audio file",Latin,8380320
667,"Various Artists","Vozes do MPB","Dona (Roupa Nova)",Music,"MPEG audio file",Latin,7991295
668,"Various Artists","Vozes do MPB","Começaria Tudo Outra Vez (Maria Creuza)",Music,"MPEG audio file",Latin,6851151
669,"Various Artists","Vozes do MPB","Caçador de Mim (Sá & Guarabyra)",Music,"MPEG audio file",Latin,7751360
670,"Various Artists","Vozes do MPB","Romaria (Renato Teixeira)",Music,"MPEG audio file",Latin,8033885
671,"Various Artists","Vozes do MPB","As Rosas Não Falam (Beth Carvalho)",Music,"MPEG audio file",Latin,3836641
672,"Various Artists","Vozes do MPB","Wave (Os Cariocas)",Music,"MPEG audio file",Latin,4298006
673,"Various Artists","Vozes do MPB","Garota de Ipanema (Dick Farney)",Music,"MPEG audio file",Latin,5767474
674,"Various Artists","Vozes do MPB","Preciso Apender a Viver Só (Maysa)",Music,"MPEG audio file",Latin,4642359
675,"Creedence Clearwater Revival","Chronicle, Vol. 1","Susie Q",Music,"MPEG audio file",Rock,9043825
676,"Creedence Clearwater Revival","Chronicle, Vol. 1","I Put A Spell On You",Music,"MPEG audio file",Rock,8943000
677,"Creedence Clearwater Revival","Chronicle, Vol. 1","Proud Mary",Music,"MPEG audio file",Rock,6229590
678,"Creedence Clearwater Revival","Chronicle, Vol. 1","Bad Moon Rising",Music,"MPEG audio file",Rock,4609835
679,"Creedence Clearwater Revival","Chronicle, Vol. 1",Lodi,Music,"MPEG audio file",Rock,6260214
680,"Creedence Clearwater Revival","Chronicle, Vol. 1","Green River",Music,"MPEG audio file",Rock,5105874
681,"Creedence Clearwater Revival","Chronicle, Vol. 1",Commotion,Music,"MPEG audio file",Rock,5354252
682,"Creedence Clearwater Revival","Chronicle, Vol. 1","Down On The Corner",Music,"MPEG audio file",Rock,5521804
683,"Creedence Clearwater Revival","Chronicle, Vol. 1","Fortunate Son",Music,"MPEG audio file",Rock,4617559
684,"Creedence Clearwater Revival","Chronicle, Vol. 1","Travelin' Band",Music,"MPEG audio file",Rock,4270414
685,"Creedence Clearwater Revival","Chronicle, Vol. 1","Who'll Stop The Rain",Music,"MPEG audio file",Rock,4899579
686,"Creedence Clearwater Revival","Chronicle, Vol. 1","Up Around The Bend",Music,"MPEG audio file",Rock,5368701
687,"Creedence Clearwater Revival","Chronicle, Vol. 1","Run Through The Jungle",Music,"MPEG audio file",Rock,6156567
688,"Creedence Clearwater Revival","Chronicle, Vol. 1","Lookin' Out My Back Door",Music,"MPEG audio file",Rock,5034670
689,"Creedence Clearwater Revival","Chronicle, Vol. 1","Long As I Can See The Light",Music,"MPEG audio file",Rock,6924024
690,"Creedence Clearwater Revival","Chronicle, Vol. 1","I Heard It Through The Grapevine",Music,"MPEG audio file",Rock,21947845
691,"Creedence Clearwater Revival","Chronicle, Vol. 1","Have You Ever Seen The Rain?",Music,"MPEG audio file",Rock,5263675
692,"Creedence Clearwater Revival","Chronicle, Vol. 1","Hey Tonight",Music,"MPEG audio file",Rock,5343807
693,"Creedence Clearwater Revival","Chronicle, Vol. 1","Sweet Hitch-Hiker",Music,"MPEG audio file",Rock,5716603
694,"Creedence Clearwater Revival","Chronicle, Vol. 1","Someday Never Comes",Music,"MPEG audio file",Rock,7945235
695,"Creedence Clearwater Revival","Chronicle, Vol. 2","Walking On The Water",Music,"MPEG audio file",Rock,9302129
696,"Creedence Clearwater Revival","Chronicle, Vol. 2","Suzie-Q, Pt. 2",Music,"MPEG audio file",Rock,7986637
697,"Creedence Clearwater Revival","Chronicle, Vol. 2","Born On The Bayou",Music,"MPEG audio file",Rock,10361866
698,"Creedence Clearwater Revival","Chronicle, Vol. 2","Good Golly Miss Molly",Music,"MPEG audio file",Rock,5348175
699,"Creedence Clearwater Revival","Chronicle, Vol. 2","Tombstone Shadow",Music,"MPEG audio file",Rock,7209080
700,"Creedence Clearwater Revival","Chronicle, Vol. 2","Wrote A Song For Everyone",Music,"MPEG audio file",Rock,9675875
701,"Creedence Clearwater Revival","Chronicle, Vol. 2","Night Time Is The Right Time",Music,"MPEG audio file",Rock,6211173
702,"Creedence Clearwater Revival","Chronicle, Vol. 2","Cotton Fields",Music,"MPEG audio file",Rock,5919224
703,"Creedence Clearwater Revival","Chronicle, Vol. 2","It Came Out Of The Sky",Music,"MPEG audio file",Rock,5807474
704,"Creedence Clearwater Revival","Chronicle, Vol. 2","Don't Look Now",Music,"MPEG audio file",Rock,4366455
705,"Creedence Clearwater Revival","Chronicle, Vol. 2","The Midnight Special",Music,"MPEG audio file",Rock,8297482
706,"Creedence Clearwater Revival","Chronicle, Vol. 2","Before You Accuse Me",Music,"MPEG audio file",Rock,6815126
707,"Creedence Clearwater Revival","Chronicle, Vol. 2","My Baby Left Me",Music,"MPEG audio file",Rock,4633440
708,"Creedence Clearwater Revival","Chronicle, Vol. 2","Pagan Baby",Music,"MPEG audio file",Rock,12713813
709,"Creedence Clearwater Revival","Chronicle, Vol. 2","(Wish I Could) Hideaway",Music,"MPEG audio file",Rock,7432978
710,"Creedence Clearwater Revival","Chronicle, Vol. 2","It's Just A Thought",Music,"MPEG audio file",Rock,7778319
711,"Creedence Clearwater Revival","Chronicle, Vol. 2",Molina,Music,"MPEG audio file",Rock,5390811
712,"Creedence Clearwater Revival","Chronicle, Vol. 2","Born To Move",Music,"MPEG audio file",Rock,11260814
713,"Creedence Clearwater Revival","Chronicle, Vol. 2","Lookin' For A Reason",Music,"MPEG audio file",Rock,6933135
714,"Creedence Clearwater Revival","Chronicle, Vol. 2","Hello Mary Lou",Music,"MPEG audio file",Rock,4476563
715,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Gatas Extraordinárias",Music,"MPEG audio file",Latin,7095702
716,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]",Brasil,Music,"MPEG audio file",Latin,7911683
717,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Eu Sou Neguinha (Ao Vivo)",Music,"MPEG audio file",Latin,8376000
718,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Geração Coca-Cola (Ao Vivo)",Music,"MPEG audio file",Latin,7573301
719,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Lanterna Dos Afogados",Music,"MPEG audio file",Latin,6714582
720,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Coroné Antonio Bento",Music,"MPEG audio file",Latin,6713066
721,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Você Passa, Eu Acho Graça (Ao Vivo)",Music,"MPEG audio file",Latin,6943576
722,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Meu Mundo Fica Completo (Com Você)",Music,"MPEG audio file",Latin,8322240
723,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","1° De Julho",Music,"MPEG audio file",Latin,9017535
724,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Música Urbana 2",Music,"MPEG audio file",Latin,6383472
725,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Vida Bandida (Ao Vivo)",Music,"MPEG audio file",Latin,6360785
726,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Palavras Ao Vento",Music,"MPEG audio file",Latin,7048676
727,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Não Sei O Que Eu Quero Da Vida",Music,"MPEG audio file",Latin,5024963
728,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Woman Is The Nigger Of The World (Ao Vivo)",Music,"MPEG audio file",Latin,9724145
729,"Cássia Eller","Cássia Eller - Coleção Sem Limite [Disc 2]","Juventude Transviada (Ao Vivo)",Music,"MPEG audio file",Latin,9183808
730,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]",Malandragem,Music,"MPEG audio file",Latin,8165048
730,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]",Malandragem,"Brazilian Music","MPEG audio file",Latin,8165048
731,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","O Segundo Sol",Music,"MPEG audio file",Latin,8335629
732,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Smells Like Teen Spirit (Ao Vivo)",Music,"MPEG audio file",Latin,10384506
733,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]",E.C.T.,Music,"MPEG audio file",Latin,7571834
734,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Todo Amor Que Houver Nesta Vida",Music,"MPEG audio file",Latin,7420347
735,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Metrô. Linha 743",Music,"MPEG audio file",Latin,5837495
736,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Nós (Ao Vivo)",Music,"MPEG audio file",Latin,6498661
737,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Na Cadência Do Samba",Music,"MPEG audio file",Latin,6483952
738,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Admirável Gado Novo",Music,"MPEG audio file",Latin,9144031
738,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Admirável Gado Novo","Brazilian Music","MPEG audio file",Latin,9144031
739,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Eleanor Rigby",Music,"MPEG audio file",Latin,6303205
740,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]",Socorro,Music,"MPEG audio file",Latin,8549393
741,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Blues Da Piedade",Music,"MPEG audio file",Latin,8472964
742,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]",Rubens,Music,"MPEG audio file",Latin,7026317
743,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Não Deixe O Samba Morrer - Cassia Eller e Alcione",Music,"MPEG audio file",Latin,8936345
744,"Cássia Eller","Cássia Eller - Sem Limite [Disc 1]","Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)",Music,"MPEG audio file",Latin,6195854
745,"Deep Purple","Come Taste The Band","Comin' Home",Music,"MPEG audio file",Rock,7644604
746,"Deep Purple","Come Taste The Band","Lady Luck",Music,"MPEG audio file",Rock,5501379
747,"Deep Purple","Come Taste The Band","Gettin' Tighter",Music,"MPEG audio file",Rock,7176909
748,"Deep Purple","Come Taste The Band",Dealer,Music,"MPEG audio file",Rock,7591066
749,"Deep Purple","Come Taste The Band","I Need Love",Music,"MPEG audio file",Rock,8701064
750,"Deep Purple","Come Taste The Band",Drifter,Music,"MPEG audio file",Rock,8001505
751,"Deep Purple","Come Taste The Band","Love Child",Music,"MPEG audio file",Rock,6173806
752,"Deep Purple","Come Taste The Band","This Time Around / Owed to 'G' [Instrumental]",Music,"MPEG audio file",Rock,11995679
753,"Deep Purple","Come Taste The Band","You Keep On Moving",Music,"MPEG audio file",Rock,10447868
754,"Deep Purple","Deep Purple In Rock","Speed King",Music,"MPEG audio file",Rock,8587578
755,"Deep Purple","Deep Purple In Rock",Bloodsucker,Music,"MPEG audio file",Rock,8344405
756,"Deep Purple","Deep Purple In Rock","Child In Time",Music,"MPEG audio file",Rock,20230089
757,"Deep Purple","Deep Purple In Rock","Flight Of The Rat",Music,"MPEG audio file",Rock,15563967
758,"Deep Purple","Deep Purple In Rock","Into The Fire",Music,"MPEG audio file",Rock,6849310
759,"Deep Purple","Deep Purple In Rock","Living Wreck",Music,"MPEG audio file",Rock,8993056
760,"Deep Purple","Deep Purple In Rock","Hard Lovin' Man",Music,"MPEG audio file",Rock,13931179
761,"Deep Purple",Fireball,Fireball,Music,"MPEG audio file",Rock,6714807
762,"Deep Purple",Fireball,"No No No",Music,"MPEG audio file",Rock,13646606
763,"Deep Purple",Fireball,"Strange Kind Of Woman",Music,"MPEG audio file",Rock,8072036
764,"Deep Purple",Fireball,"Anyone's Daughter",Music,"MPEG audio file",Rock,9354480
765,"Deep Purple",Fireball,"The Mule",Music,"MPEG audio file",Rock,10638390
766,"Deep Purple",Fireball,Fools,Music,"MPEG audio file",Rock,16279366
767,"Deep Purple",Fireball,"No One Came",Music,"MPEG audio file",Rock,12643813
768,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Knocking At Your Back Door",Music,"MPEG audio file",Rock,13779332
768,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Knocking At Your Back Door","90’s Music","MPEG audio file",Rock,13779332
769,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Bad Attitude",Music,"MPEG audio file",Rock,10035180
769,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Bad Attitude","90’s Music","MPEG audio file",Rock,10035180
770,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Child In Time (Son Of Aleric - Instrumental)",Music,"MPEG audio file",Rock,19712753
770,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Child In Time (Son Of Aleric - Instrumental)","90’s Music","MPEG audio file",Rock,19712753
771,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Nobody's Home",Music,"MPEG audio file",Rock,7929493
771,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Nobody's Home","90’s Music","MPEG audio file",Rock,7929493
772,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Black Night",Music,"MPEG audio file",Rock,12058906
772,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Black Night","90’s Music","MPEG audio file",Rock,12058906
773,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Perfect Strangers",Music,"MPEG audio file",Rock,10445353
773,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Perfect Strangers","90’s Music","MPEG audio file",Rock,10445353
774,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","The Unwritten Law",Music,"MPEG audio file",Rock,9740361
774,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","The Unwritten Law","90’s Music","MPEG audio file",Rock,9740361
775,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Call Of The Wild",Music,"MPEG audio file",Rock,9575295
775,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Call Of The Wild","90’s Music","MPEG audio file",Rock,9575295
776,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's",Hush,Music,"MPEG audio file",Rock,6944928
776,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's",Hush,"90’s Music","MPEG audio file",Rock,6944928
777,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Smoke On The Water",Music,"MPEG audio file",Rock,15180849
777,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Smoke On The Water","90’s Music","MPEG audio file",Rock,15180849
778,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Space Trucking",Music,"MPEG audio file",Rock,11122183
778,"Deep Purple","Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Space Trucking","90’s Music","MPEG audio file",Rock,11122183
779,"Deep Purple","Machine Head","Highway Star",Music,"MPEG audio file",Rock,12012452
780,"Deep Purple","Machine Head","Maybe I'm A Leo",Music,"MPEG audio file",Rock,9502646
781,"Deep Purple","Machine Head","Pictures Of Home",Music,"MPEG audio file",Rock,9903835
782,"Deep Purple","Machine Head","Never Before",Music,"MPEG audio file",Rock,7832790
783,"Deep Purple","Machine Head","Smoke On The Water",Music,"MPEG audio file",Rock,11246496
784,"Deep Purple","Machine Head",Lazy,Music,"MPEG audio file",Rock,14397671
785,"Deep Purple","Machine Head","Space Truckin'",Music,"MPEG audio file",Rock,8981030
786,"Deep Purple",Purpendicular,"Vavoom : Ted The Mechanic",Music,"MPEG audio file",Rock,8510755
786,"Deep Purple",Purpendicular,"Vavoom : Ted The Mechanic","90’s Music","MPEG audio file",Rock,8510755
787,"Deep Purple",Purpendicular,"Loosen My Strings",Music,"MPEG audio file",Rock,11702232
787,"Deep Purple",Purpendicular,"Loosen My Strings","90’s Music","MPEG audio file",Rock,11702232
788,"Deep Purple",Purpendicular,"Soon Forgotten",Music,"MPEG audio file",Rock,9401383
788,"Deep Purple",Purpendicular,"Soon Forgotten","90’s Music","MPEG audio file",Rock,9401383
789,"Deep Purple",Purpendicular,"Sometimes I Feel Like Screaming",Music,"MPEG audio file",Rock,14789410
789,"Deep Purple",Purpendicular,"Sometimes I Feel Like Screaming","90’s Music","MPEG audio file",Rock,14789410
790,"Deep Purple",Purpendicular,"Cascades : I'm Not Your Lover",Music,"MPEG audio file",Rock,9209693
790,"Deep Purple",Purpendicular,"Cascades : I'm Not Your Lover","90’s Music","MPEG audio file",Rock,9209693
791,"Deep Purple",Purpendicular,"The Aviator",Music,"MPEG audio file",Rock,10532053
791,"Deep Purple",Purpendicular,"The Aviator","90’s Music","MPEG audio file",Rock,10532053
792,"Deep Purple",Purpendicular,"Rosa's Cantina",Music,"MPEG audio file",Rock,10323804
792,"Deep Purple",Purpendicular,"Rosa's Cantina","90’s Music","MPEG audio file",Rock,10323804
793,"Deep Purple",Purpendicular,"A Castle Full Of Rascals",Music,"MPEG audio file",Rock,10159566
793,"Deep Purple",Purpendicular,"A Castle Full Of Rascals","90’s Music","MPEG audio file",Rock,10159566
794,"Deep Purple",Purpendicular,"A Touch Away",Music,"MPEG audio file",Rock,9098561
794,"Deep Purple",Purpendicular,"A Touch Away","90’s Music","MPEG audio file",Rock,9098561
795,"Deep Purple",Purpendicular,"Hey Cisco",Music,"MPEG audio file",Rock,11600029
795,"Deep Purple",Purpendicular,"Hey Cisco","90’s Music","MPEG audio file",Rock,11600029
796,"Deep Purple",Purpendicular,"Somebody Stole My Guitar",Music,"MPEG audio file",Rock,8180421
796,"Deep Purple",Purpendicular,"Somebody Stole My Guitar","90’s Music","MPEG audio file",Rock,8180421
797,"Deep Purple",Purpendicular,"The Purpendicular Waltz",Music,"MPEG audio file",Rock,9299131
797,"Deep Purple",Purpendicular,"The Purpendicular Waltz","90’s Music","MPEG audio file",Rock,9299131
798,"Deep Purple","Slaves And Masters","King Of Dreams",Music,"MPEG audio file",Rock,10733847
798,"Deep Purple","Slaves And Masters","King Of Dreams","90’s Music","MPEG audio file",Rock,10733847
799,"Deep Purple","Slaves And Masters","The Cut Runs Deep",Music,"MPEG audio file",Rock,11191650
799,"Deep Purple","Slaves And Masters","The Cut Runs Deep","90’s Music","MPEG audio file",Rock,11191650
800,"Deep Purple","Slaves And Masters","Fire In The Basement",Music,"MPEG audio file",Rock,9267550
800,"Deep Purple","Slaves And Masters","Fire In The Basement","90’s Music","MPEG audio file",Rock,9267550
801,"Deep Purple","Slaves And Masters","Truth Hurts",Music,"MPEG audio file",Rock,10224612
801,"Deep Purple","Slaves And Masters","Truth Hurts","90’s Music","MPEG audio file",Rock,10224612
802,"Deep Purple","Slaves And Masters","Breakfast In Bed",Music,"MPEG audio file",Rock,10323804
802,"Deep Purple","Slaves And Masters","Breakfast In Bed","90’s Music","MPEG audio file",Rock,10323804
803,"Deep Purple","Slaves And Masters","Love Conquers All",Music,"MPEG audio file",Rock,7328516
803,"Deep Purple","Slaves And Masters","Love Conquers All","90’s Music","MPEG audio file",Rock,7328516
804,"Deep Purple","Slaves And Masters",Fortuneteller,Music,"MPEG audio file",Rock,11369671
804,"Deep Purple","Slaves And Masters",Fortuneteller,"90’s Music","MPEG audio file",Rock,11369671
805,"Deep Purple","Slaves And Masters","Too Much Is Not Enough",Music,"MPEG audio file",Rock,8382800
805,"Deep Purple","Slaves And Masters","Too Much Is Not Enough","90’s Music","MPEG audio file",Rock,8382800
806,"Deep Purple","Slaves And Masters","Wicked Ways",Music,"MPEG audio file",Rock,12826582
